ID	Title	Publisher	ISSN_Cross	EISSN_Cross	JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId	wikidata
82342	Annals of Cardiac Anaesthesia	Medknow Publications	0971-9784		33301	Annals of cardiac anaesthesia	Ann Card Anaesth	0971-9784	0974-5181	Ann Card Anaesth	9815987	Q4767845
42427	Journal of Health Management	SAGE Publications	0972-0634	0973-0729	27089	Journal of health management	J Health Manag	0972-0634	0973-0729	J Health Manag	100883502	
82533	Journal of Conservative Dentistry	Medknow Publications	0972-0707		37017	Journal of conservative dentistry : JCD	J Conserv Dent	0972-0707	0974-5203	J Conserv Dent	101147009	Q6295018
268786	Far East Journal of Applied Mathematics	Pushpa Publishing House	0972-0960		37725	Far east journal of applied mathematics	Far East J Appl Math	0972-0960		Far East J Appl Math	101531934	Q15754591
249286	Applied Biological Research	Diva Enterprises Private Limited	0972-0979	0974-4517	43137	Applied biological research	Appl Biol Res	0972-0979	0974-4517	Appl Biol Res	101643777	
85567	Journal of Indian Society of Periodontology	Medknow Publications	0972-124X		37018	Journal of Indian Society of Periodontology	J Indian Soc Periodontol	0972-124X	0975-1580	J Indian Soc Periodontol	101499342	Q6295328
75599	Sugar Tech	Springer-Verlag	0972-1525	0974-0740	41807	Sugar tech : an international journal of sugar crops & related industries	Sugar Tech	0972-1525	0974-0740	Sugar Tech	101530624	
70838	Indian Journal of Surgery / The Indian Journal of Surgery	Springer-Verlag	0972-2068	0973-9793	28311	The Indian journal of surgery	Indian J Surg	0972-2068	0973-9793	Indian J Surg	373026	
82344	Annals of Indian Academy of Neurology	Medknow Publications	0972-2327		36644	Annals of Indian Academy of Neurology	Ann Indian Acad Neurol	0972-2327	1998-3549	Ann Indian Acad Neurol	101273955	Q4767851
273566	Advances and Applications in Statistics	Pushpa Publishing House	0972-3617		37778	Advances and applications in statistics	Adv Appl Stat	0972-3617		Adv Appl Stat	101528368	Q15751633
100625	Indian Journal of Nuclear Medicine	Medknow Publications	0972-3919		37880	Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India	Indian J Nucl Med	0972-3919	0974-0244	Indian J Nucl Med	8901274	Q15816793
82594	The Journal of Indian Prosthodontic Society	Springer-Verlag	0972-4052	1998-4057	38605	Journal of Indian Prosthodontic Society	J Indian Prosthodont Soc	0972-4052	1998-4057	J Indian Prosthodont Soc	101255941	
82445	Indian Journal of Critical Care Medicine	Medknow Publications	0972-5229		36075	Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine	Indian J Crit Care Med	0972-5229	1998-359X	Indian J Crit Care Med	101208863	Q6020767
92145	Industrial Psychiatry Journal	Medknow Publications	0972-6748		38613	Industrial psychiatry journal	Ind Psychiatry J	0972-6748	0976-2795	Ind Psychiatry J	101547239	
100245	Annals of Neurosciences	Indian Academy of Neurosciences	0972-7531	0976-3260	42152	Annals of neurosciences	Ann Neurosci	0972-7531	0976-3260	Ann Neurosci	101523367	
85707	Journal of Maxillofacial and Oral Surgery	Springer-Verlag	0972-8279	0974-942X	38608	Journal of maxillofacial and oral surgery	J Maxillofac Oral Surg	0972-8279	0974-942X	J Maxillofac Oral Surg	101538309	
278126	Indian Journal of Horticulture	Diva Enterprises Private Limited	0972-8538	0974-0112	42687	The Indian journal of horticulture / issued by the Horticultural Society of India	Indian J Hortic	0972-8538	0974-0112	Indian J Hortic	101634806	
132565	Veterinary World	Veterinary World	0972-8988	2231-0916	43585	Veterinary world	Vet World	0972-8988	2231-0916	Vet World	101504872	
82585	Journal of Minimal Access Surgery	Medknow Publications	0972-9941		35926	Journal of minimal access surgery	J Minim Access Surg	0972-9941	1998-3921	J Minim Access Surg	101228183	Q15710029
82587	Journal of Oral and Maxillofacial Pathology / Journal of oral and maxillofacial pathology JOMFP	Medknow Publications	0973-029X		38572	Journal of oral and maxillofacial pathology : JOMFP	J Oral Maxillofac Pathol	0973-029X	1998-393X	J Oral Maxillofac Pathol	101227995	Q6295687
79842	Energy for Sustainable Development	Elsevier	0973-0826		41106	Energy for sustainable development : the journal of the International Energy Initiative	Energy Sustain Dev	0973-0826		Energy Sustain Dev	101603785	Q15817077
82455	Indian Journal of Palliative Care	Medknow Publications	0973-1075		37595	Indian journal of palliative care	Indian J Palliat Care	0973-1075	1998-3735	Indian J Palliat Care	101261221	Q15710015
82590	Mens Sana Monographs	Medknow Publications	0973-1229		38643	Mens sana monographs	Mens Sana Monogr	0973-1229	1998-4014	Mens Sana Monogr	101506580	Q6817333
228286	Biosciences Biotechnology Research Asia	Oriental Scientific Publishing Company	0973-1245		36112	Biosciences, biotechnology research Asia		0973-1245		Biosci Biotechnol Res Asia	101225042	
93665	Pharmacognosy Magazine	Medknow Publications	0973-1296		37598	Pharmacognosy magazine	Pharmacogn Mag	0973-1296	0976-4062	Pharmacogn Mag	101300403	Q7180782
82532	Journal of Cancer Research and Therapeutics	Medknow Publications	0973-1482		33895	Journal of cancer research and therapeutics	J Cancer Res Ther	0973-1482	1998-4138	J Cancer Res Ther	101249598	Q400140
204365	Zoos Print Journal	Wildlife Information Liaison Development Society	0973-2535	0973-2551	32683	Zoos' print journal		0973-2535		Zoos Print J.	101264117	
205670	Indian Journal of Sleep Medicine	Diva Enterprises Private Limited	0973-340X	0974-0155	42275	Indian journal of sleep medicine	Indian J Sleep Med	0973-340X	0973-8746	Indian J Sleep Med	101322803	
82528	International Journal of Diabetes in Developing Countries	Springer-Verlag	0973-3930	1998-3832	36584	International journal of diabetes in developing countries	Int J Diabetes Dev Ctries	0973-3930	1998-3832	Int J Diabetes Dev Ctries	101285656	Q6051374
75358	Mathematical Modelling of Natural Phenomena	EDP Sciences	0973-5348	1760-6101	36177	Mathematical modelling of natural phenomena	Math Model Nat Phenom	0973-5348	1760-6101	Math Model Nat Phenom	101512243	Q15766772
82531	International Journal of Yoga	Medknow Publications	0973-6131		37881	International journal of yoga	Int J Yoga	0973-6131	2231-2714	Int J Yoga	101313247	Q6051641
82361	Asian Journal of Transfusion Science	Medknow Publications	0973-6247		36775	Asian journal of transfusion science	Asian J Transfus Sci	0973-6247	1998-3565	Asian J Transfus Sci	101306858	Q4806684
131805	Journal of Clinical and Experimental Hepatology	Elsevier	0973-6883		39771	Journal of clinical and experimental hepatology	J Clin Exp Hepatol	0973-6883	2213-3453	J Clin Exp Hepatol	101574137	
105427	Pharmacognosy Reviews	Medknow Publications	0973-7847		39624	Pharmacognosy reviews	Pharmacogn Rev	0973-7847	0976-2787	Pharmacogn Rev	101570880	Q7180783
67414	Margin The Journal of Applied Economic Research	SAGE Publications	0973-8010	0973-8029	40383	Margin - the journal of applied economic research	Margin J Appl Econ Res	0973-8010	0973-8029	Margin J Appl Econ Res	101586282	Q15766776
85009	Journal of Human Reproductive Sciences	Medknow Publications	0974-1208		35928	Journal of human reproductive sciences	J Hum Reprod Sci	0974-1208	1998-4766	J Hum Reprod Sci	101473512	Q15710165
85568	Journal of Gynecological Endoscopy and Surgery	Medknow Publications	0974-1216		39969	Journal of gynecological endoscopy and surgery	J Gynecol Endosc Surg	0974-1216	0974-7818	J Gynecol Endosc Surg	101536715	Q15817309
82358	Annals of Pediatric Cardiology	Medknow Publications	0974-2069		37197	Annals of pediatric cardiology	Ann Pediatr Cardiol	0974-2069	0974-5149	Ann Pediatr Cardiol	101495459	Q4767857
82534	Journal of Cutaneous and Aesthetic Surgery	Medknow Publications	0974-2077		37205	Journal of cutaneous and aesthetic surgery	J Cutan Aesthet Surg	0974-2077	0974-5157	J Cutan Aesthet Surg	101525405	Q6295071
264229	INTERNATIONAL JOURNAL OF PLANT PROTECTION	Hind Agri Horticultural Society	0974-2670	0976-6855	39898	International journal of plant protection	Int J Plant Prot	0974-2670	0976-6855	Int J Plant Prot	101578043	
82536	Journal of Emergencies Trauma and Shock	Medknow Publications	0974-2700		35929	Journal of emergencies, trauma, and shock	J Emerg Trauma Shock	0974-2700	0974-519X	J Emerg Trauma Shock	101493921	Q15710028
87425	Journal of Laboratory Physicians	Medknow Publications	0974-2727		38731	Journal of laboratory physicians	J Lab Physicians	0974-2727	0974-7826	J Lab Physicians	101551511	Q15817090
86705	Journal of Hand and Microsurgery	Springer-Verlag	0974-3227	0974-6897	37955	Journal of hand and microsurgery	J Hand Microsurg	0974-3227	0974-6897	J Hand Microsurg	101498171	
82526	Oman Journal of Ophthalmology	Medknow Publications	0974-620X		37604	Oman journal of ophthalmology	Oman J Ophthalmol	0974-620X	0974-7842	Oman J Ophthalmol	101519430	Q7089535
95708	International Journal of Clinical Pediatric Dentistry	Jaypee Brothers Medical Publishing	0974-7052	0975-1904	42166	International journal of clinical pediatric dentistry	Int J Clin Pediatr Dent	0974-7052	0975-1904	Int J Clin Pediatr Dent	101585405	
85625	International Journal of Trichology	Medknow Publications	0974-7753		37872	International journal of trichology	Int J Trichology	0974-7753	0974-9241	Int J Trichology	101534370	Q6051618
86345	Journal of Global Infectious Diseases	Medknow Publications	0974-777X		37200	Journal of global infectious diseases	J Glob Infect Dis	0974-777X	0974-8245	J Glob Infect Dis	101521436	Q6295262
102667	International Journal of Ayurveda Research	Medknow Publications	0974-7788		37607	International journal of Ayurveda research	Int J Ayurveda Res	0974-7788	0974-925X	Int J Ayurveda Res	101527491	Q15817145
83205	Urology Annals	Medknow Publications	0974-7796		37882	Urology annals	Urol Ann	0974-7796	0974-7834	Urol Ann	101510823	Q15817347
200485	Journal of Threatened Taxa	Wildlife Information Liaison Development Society	0974-7893	0974-7907	39437	Journal of threatened taxa		0974-7893	0974-7907	J Threat Taxa	101565859	Q21385393
105445	Journal of Craniovertebral Junction and Spine	Medknow Publications	0974-8237		38270	Journal of craniovertebral junction & spine	J Craniovertebr Junction Spine	0974-8237	0976-9285	J Craniovertebr Junction Spine	101536746	Q15817038
105925	AYU (An International Quarterly Journal of Research in Ayurveda)	Medknow Publications	0974-8520		39526	Ayu	Ayu	0974-8520	0976-9382	Ayu	7605807	Q15816936
85805	Middle East African Journal of Ophthalmology	Medknow Publications	0974-9233		37020	Middle East African journal of ophthalmology	Middle East Afr J Ophthalmol	0974-9233	0975-1599	Middle East Afr J Ophthalmol	101521797	Q6841320
90825	International Journal of Advances in Engineering Sciences and Applied Mathematics	Springer-Verlag	0975-0770	0975-5616	42491	International journal of advances in engineering sciences and applied mathematics	Int J Adv Eng Sci Appl Math	0975-0770	0975-5616	Int J Adv Eng Sci Appl Math	101631634	
220765	Journal of Forensic Dental Sciences	Medknow Publications	0975-1475		38612	Journal of forensic dental sciences	J Forensic Dent Sci	0975-1475	0975-2137	J Forensic Dent Sci	101547241	Q15817310
85546	Journal of Young Pharmacists	EManuscript Services	0975-1483		38351	Journal of young pharmacists : JYP	J Young Pharm	0975-1483	0975-1505	J Young Pharm	101537066	Q15817278
102586	Journal of Cardiovascular Disease Research	EManuscript Services	0975-3583		38269	Journal of cardiovascular disease research	J Cardiovasc Dis Res	0975-3583	0976-2833	J Cardiovasc Dis Res	101536738	Q15817659
203230	International Journal of Microbiology Research	Bioinfo Publications	0975-5276	0975-9174	37541	International journal of microbiology research		0975-5276		Int J Microbiol Res	101528922	
108805	National Journal of Maxillofacial Surgery	Medknow Publications	0975-5950		39975	National journal of maxillofacial surgery	Natl J Maxillofac Surg	0975-5950	2229-3418	Natl J Maxillofac Surg	101578767	Q15817277
105865	Indian Journal of Surgical Oncology	Springer-Verlag	0975-7651	0976-6952	38484	Indian journal of surgical oncology	Indian J Surg Oncol	0975-7651	0976-6952	Indian J Surg Oncol	101532448	
95712	International Journal of Head and Neck Surgery	Jaypee Brothers Medical Publishing	0975-7899	0976-0539	38707	International journal of head and neck surgery	Int J Head Neck Surg	0975-7899	0976-0539	Int J Head Neck Surg	101544568	
199185	Journal of Orofacial Sciences	Medknow Publications	0975-8844		41082	Journal of orofacial sciences	J Orofac Sci	0975-8844	2320-4737	J Orofac Sci	101561197	
95049	Journal of Ayurveda and Integrative Medicine	Medknow Publications	0975-9476		39074	Journal of Ayurveda and integrative medicine	J Ayurveda Integr Med	0975-9476	0976-2809	J Ayurveda Integr Med	101551404	Q6294824
141845	Indian Journal of Dentistry	Medknow Publications	0975-962X		42160	Indian journal of dentistry	Indian J Dent	0975-962X	2213-3666	Indian J Dent	101589388	
196685	Journal of Basic and Clinical Pharmacy	Medknow Publications	0976-0105		41287	Journal of basic and clinical pharmacy	J Basic Clin Pharm	0976-0105	0976-0113	J Basic Clin Pharm	101599515	
98385	Contemporary Clinical Dentistry	Medknow Publications	0976-237X		39529	Contemporary clinical dentistry	Contemp Clin Dent	0976-237X	0976-2361	Contemp Clin Dent	101552967	Q15816939
100385	Journal of Neurosciences in Rural Practice	Medknow Publications	0976-3147		39231	Journal of neurosciences in rural practice	J Neurosci Rural Pract	0976-3147	0976-3155	J Neurosci Rural Pract	101533710	Q15817722
264826	Advances in Bioresearch	Society of Education	0976-4585	2277-1573	40766	Advances in bioresearch	Adv Biores	0976-4585	2277-1573	Adv Biores	101595648	
203226	International Journal of Genomics and Proteomics	Bioinfo Publications	0976-4887	0976-4895	39250	International journal of genomics and proteomics	Int J Genomics Proteomics	0976-4887	0976-4895	Int J Genomics Proteomics	101561746	
102685	Journal of Pharmacology and Pharmacotherapeutics	Medknow Publications	0976-500X		38735	Journal of pharmacology & pharmacotherapeutics	J Pharmacol Pharmacother	0976-500X	0976-5018	J Pharmacol Pharmacother	101552113	Q15816637
122106	Journal of Clinical Orthopaedics and Trauma	Elsevier	0976-5662		41563	Journal of clinical orthopaedics and trauma	J Clin Orthop Trauma	0976-5662	2213-3445	J Clin Orthop Trauma	101559469	
105305	Journal of Mid-life Health	Medknow Publications	0976-7800		39234	Journal of mid-life health	J Midlife Health	0976-7800	0976-7819	J Midlife Health	101552746	Q15816513
108685	Sankhya A	Springer-Verlag	0976-836X	0976-8378	37819	Sankhya. Series A. (2008)	Sankhya Ser A	0976-836X	0972-7671	Sankhya Ser A	101529928	
112145	Journal of Natural Science Biology and Medicine	Medknow Publications	0976-9668		39625	Journal of natural science, biology, and medicine	J Nat Sci Biol Med	0976-9668	2229-7707	J Nat Sci Biol Med	101571070	Q15817721
1746	Plant Physiology and Biochemistry	Elsevier	0981-9428		8707	Plant physiology and biochemistry : PPB / Societe francaise de physiologie vegetale	Plant Physiol Biochem	0981-9428	1873-2690	Plant Physiol. Biochem.	9882449	Q15761865
80768	Guerres mondiales et conflits contemporains	CAIRN	0984-2292	2101-0137	25312	Guerres mondiales et conflits contemporains	Guerr Mond Conflits Contemp	0984-2292		Guerr Mond Conflits Contemp	100967682	Q15751912
2310	Neurophysiologie Clinique/Clinical Neurophysiology / Neurophysiologie Clinique / Clinical Neurophysiology	Elsevier	0987-7053		5878	Neurophysiologie clinique = Clinical neurophysiology	Neurophysiol Clin	0987-7053	1769-7131	Neurophysiol Clin	8804532	Q15749280
2200	Aquatic Living Resources	EDP Sciences	0990-7440	1765-2952	30042	Aquatic living resources		0990-7440	1765-2952	Aquat. Living Resour.	101154202	Q15766491
83906	Santé Publique / Santé publique (Vandoeuvre-lès-Nancy France)	CAIRN	0995-3914		21653	Sante publique (Vandoeuvre-les-Nancy, France)	Sante Publique	0995-3914	2104-3841	Sante Publique	9216153	
84955	Revue du monde musulman et de la Méditerranée	PERSEE Program	0997-1327	2105-2271	37325	Revue du monde musulman et de la Mediterranee	Rev Monde Musulman Mediterr	0997-1327		Rev Monde Musulman Mediterr	101524760	Q15755947
2109	European Journal of Mechanics - A/Solids / European Journal of Mechanics  A/Solids	Elsevier	0997-7538		42416	European journal of mechanics. A, Solids	Eur J Mech A Solids	0997-7538	1873-7285	Eur J Mech A Solids	101630260	Q15765916
1695	European Journal of Mechanics - B/Fluids	Elsevier	0997-7546		38520	European journal of mechanics. B, Fluids	Eur J Mech B Fluids	0997-7546	1873-7390	Eur J Mech B Fluids	101533682	Q15757973
102885	JOURNAL OF FISHERIES OF CHINA	China Science Publishing & Media Ltd.	1000-0615		21957	Shuichan xuebao		1000-0615		Shuichan Xuebao	101084922	
165086	Acta Ecologica Sinica	Acta Ecologica Sinica	1000-0933		34226	Sheng tai xue bao = Acta ecologica Sinica / Zhongguo sheng tai xue hui zhu ban		1000-0933		Sheng Tai Xue Bao	101279498	Q15777827
75318	Acta Hydrobiologica Sinica	China Science Publishing & Media Ltd.	1000-3207		29986	Shui sheng sheng wu hsueh bao = Acta hydrobiologica Sinica / Chung-kuo ko hsueh yuan shui sheng sheng wu yen chiu so		1000-3207		Shui sheng sheng wu hsueh bao	101151680	Q21385422
92405	PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS	China Science Publishing & Media Ltd.	1000-3282		8690	Sheng wu hua xue yu sheng wu wu li jin zhan		1000-3282		Sheng Wu Hua Xue Yu Sheng Wu Wu Li Jin Zhan	100890391	
134125	Chinese Journal of Cancer	Springer (Biomed Central Ltd.)	1000-467X	1944-446X	35790	Chinese journal of cancer	Chin J Cancer	1000-467X	1944-446X	Chin J Cancer	101498232	Q15760211
99345	JOURNAL OF WUHAN BOTANICAL RESEARCH	China Science Publishing & Media Ltd.	1000-470X		30326	Wuhan zhi wu xue yan jiu = Wuhan botanical research		1000-470X		Wuhan Zhi Wu Xue Yan Jiu	101173927	
144146	ACTA BIOPHYSICA SINICA	China Science Publishing & Media Ltd.	1000-6737		40377	Sheng Wu Wu Li Hsueh Bao	Sheng Wu Wu Li Hsueh Bao	1000-6737		Sheng Wu Wu Li Hsueh Bao	9884714	
55742	Chinese Journal of Chromatography / Se pu = Chinese journal of chromatography / Zhongguo hua xue hui	China Science Publishing & Media Ltd.	1000-8713	1872-2059	22037	Se pu = Chinese journal of chromatography / Zhongguo hua xue hui	Se Pu	1000-8713		Se Pu	9424804	
44298	Journal of Computer Science and Technology	Springer-Verlag	1000-9000	1860-4749	37826	Journal of computer science and technology	J Comput Sci Technol	1000-9000	1860-4749	J Comput Sci Technol	101530317	Q15749678
59668	Chinese Journal of Cancer Research	Springer-Verlag	1000-9604	1993-0631	31781	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	Chin J Cancer Res	1000-9604	1993-0631	Chin. J. Cancer Res.	9315242	
54632	Rare Metals	Springer-Verlag	1001-0521	1867-7185	41665	Rare metals	Rare Metals	1001-0521	1867-7185	Rare Metals	101613978	Q15760439
53402	Cell Research	Nature Publishing Group	1001-0602	1748-7838	20515	Cell research	Cell Res	1001-0602	1748-7838	Cell Res.	9425763	Q1524018
59948	Journal of Environmental Sciences	IOS Press	1001-0742		22283	Journal of environmental sciences (China)	J Environ Sci (China)	1001-0742		J Environ Sci (China)	100967627	Q15816454
100088	China Journal of Chinese Materia Medica	China Journal of Chinese Materia Medica	1001-5302		1422	Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica	Zhongguo Zhong Yao Za Zhi	1001-5302		Zhongguo Zhong Yao Za Zhi	8913656	Q15764957
65347	Journal of Hydrodynamics Ser B	Elsevier	1001-6058		40277	Journal of hydrodynamics. Ser. B	J Hydrodynam B	1001-6058	1878-0342	J Hydrodynam B	101584097	Q15765892
14936	Chinese Science Bulletin	Springer-Verlag	1001-6538	1861-9541	20359	Chinese science bulletin = Kexue tongbao	Chin Sci Bull	1001-6538	1861-9541	Chin. Sci. Bull.	9201886	Q5100608
68286	Journal of Reproduction and Contraception	Elsevier	1001-7844		33109	Reproduction and contraception	Reprod Contracept	1001-7844	1876-7966	Reprod Contracept	101188739	Q15817002
61070	Chinese Chemical Letters	Elsevier	1001-8417		36202	Chinese chemical letters = Zhongguo hua xue kuai bao	Chin Chem Lett	1001-8417	1878-5964	Chin Chem Lett	101271576	Q15814354
82346	Chinese Medical Sciences Journal	Elsevier	1001-9294		1241	Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih / Chinese Academy of Medical Sciences	Chin Med Sci J	1001-9294		Chin. Med. Sci. J.	9112559	
59847	Chinese Geographical Science	Springer-Verlag	1002-0063	1993-064X	29406	Chinese geographical science / Sponsored by Changchun Institute of Geography, Chinese Academy of Sciences	Chin Geogr Sci	1002-0063		Chin Geogr Sci	101091834	Q15816921
16216	Progress in Natural Science Materials International	Elsevier	1002-0071	1745-5391	8507	Progress in natural science : communication of state key laboratories of China		1002-0071		Prog. Nat. Sci.	100954730	Q15767110
54634	Pedosphere	Elsevier	1002-0160		35719	Pedosphere		1002-0160		Pedosphere	101497874	Q15753601
184098	World Journal of Acupuncture - Moxibustion	Elsevier	1003-5257		44129	World journal of acupuncture-moxibustion	World J Acupunct Moxibustion	1003-5257		World J Acupunct Moxibustion	9303005	
284101	Journal of Lake Sciences	Journal of Lake Sciences	1003-5427		40370	Hu po ke xue = Journal of lake sciences / Zhongguo ke xue yuan Nanjing di li yu hu po yan jiu suo, Zhongguo hai yang hu zhao xue hui zhu ban	Hu Po Ke Xue	1003-5427		Hu Po Ke Xue	101585884	Q21385454
54624	Chinese Journal of Chemical Engineering	Elsevier	1004-9541		32767	Chinese journal of chemical engineering		1004-9541		Chin. J. Chem. Eng.	101265807	Q15764629
50019	Biodiversity Science	Biodiversity Science	1005-0094		33459	Sheng wu duo yang xing = Chinese biodiversity		1005-0094		Sheng Wu Duo Yang Xing	101275880	
223365	Journal of Fishery Sciences of China	China Science Publishing & Media Ltd.	1005-8737		32493	Zhongguo shui chan ke xue = Journal of fishery sciences of China / Zhongguo shui chan ke xue yan jiu yuan bian ji chu ban		1005-8737		Zhongguo Shui Chan Ke Xue	101250687	
54626	Chemical Research in Chinese Universities	Springer-Verlag	1005-9040	2210-3171	36031	Chemical research in Chinese universities		1005-9040		Chem Res Chin Univ	101279493	Q15817173
95765	Chinese Journal of Appplied Environmental Biology	China Science Publishing & Media Ltd.	1006-687X		27064	Ying yong yu huan jing sheng wu xue bao = Chinese journal of applied and environmental biology / Zhongguo ke xue yuan Chengdu sheng wu yan jiu suo zhu ban		1006-687X		Ying Yong Yu Huan Jing Sheng Wu Xue Bao	100955641	
174746	Journal of Northeast Agricultural University (English edition)	Elsevier	1006-8104		27081	The journal of Northeast Agricultural University		1006-8104		J. Northeast Agric. Univ.	101142816	
213625	Science in China Series A Mathematics	Springer-Verlag	1006-9283	1862-2763	36798	Science in China. Series A, Mathematics, physics, astronomy / Chinese Academy of Sciences	Sci China Ser A Math Phys Astron	1006-9283		Sci China Ser A Math Phys Astron	9890839	Q15758369
253242	Science in China Series C Life Sciences	Springer-Verlag	1006-9305	1862-2798	20339	Science in China. Series C, Life sciences / Chinese Academy of Sciences	Sci China C Life Sci	1006-9305	1862-2798	Sci. China, C, Life Sci.	9611809	Q2619480
253906	Science in China Series D Earth Sciences	Springer-Verlag	1006-9313	1862-2801	32567	Science in China. Series D, Earth sciences / Chinese Academy of Sciences		1006-9313		Sci. China Ser. D Earth Sci.	9890837	Q15757943
42718	Tsinghua Science & Technology	Institute of Electrical and Electronics Engineers	1007-0214	1007-0214	26842	Tsinghua science and technology	Tsinghua Sci Technol	1007-0214	1878-7606	Tsinghua Sci. Technol.	101134735	Q15757121
99185	JOURNAL OF HUNAN AGRICULTURAL UNIVERSITY	China Science Publishing & Media Ltd.	1007-1032		32642	Hunan nong ye da xue xue bao = Journal of Hunan Agricultural University		1007-1032		Hunan Nong Ye Da Xue Xue Bao	101261910	
7379	Communications in Nonlinear Science and Numerical Simulation / Communications in Nonlinear Science and Numerical Simulations	Elsevier	1007-5704		39029	Communications in nonlinear science & numerical simulation	Commun Nonlinear Sci Numer Simul	1007-5704	1878-7274	Commun Nonlinear Sci Numer Simul	101556844	Q13474710
70739	World Journal of Gastroenterology	Baishideng Publishing Group Co	1007-9327		22315	World journal of gastroenterology	World J Gastroenterol	1007-9327	2219-2840	World J. Gastroenterol.	100883448	Q15708885
75402	Chinese Journal of Traumatology	Elsevier	1008-1275		26745	Chinese journal of traumatology = Zhonghua chuang shang za zhi / Chinese Medical Association	Chin J Traumatol	1008-1275		Chin. J. Traumatol.	100886162	
56268	Forestry Studies in China	Springer-Verlag	1008-1321	1993-0372	32746	Forestry studies in China		1008-1321		For. Stud. China	101264446	Q15745350
49264	Asian Journal of Andrology	Medknow Publications	1008-682X	1745-7262	22000	Asian journal of andrology	Asian J Androl	1008-682X	1745-7262	Asian J. Androl.	100942132	Q3220344
52318	Journal of Zhejiang University SCIENCE A	Zhejiang University Press	1009-3095	1862-1775	26762	Journal of Zhejiang University. Science	J Zhejiang Univ Sci	1009-3095		J. Zhejiang Univ. Sci.	100954270	Q15762056
64574	Geo-spatial Information Science	Informa UK (Taylor & Francis)	1009-5020	1993-5153	40764	Geo-spatial information science = Diqui kongjian xinxi kexue xuebao / edited by Editorial Board of Geomatics and Information Science of Wuhan University	Geo Spat Inf Sci	1009-5020	1993-5153	Geo Spat Inf Sci	101595492	Q15759629
1071	Journal of Evolutionary Biology	Wiley Blackwell (Blackwell Publishing)	1010-061X	1420-9101	8282	Journal of evolutionary biology	J Evol Biol	1010-061X	1420-9101	J. Evol. Biol.	8809954	Q781831
9137	Tumor Biology	Springer-Verlag	1010-4283	1423-0380	7341	Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine	Tumour Biol	1010-4283	1423-0380	Tumour Biol.	8409922	Q15757842
3953	Journal of Cranio-Maxillofacial Surgery / Journal of cranio-maxillo-facial surgery official publication of the European Association for Cranio-Maxillo-Facial Surgery	Elsevier	1010-5182		4648	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	J Craniomaxillofac Surg	1010-5182	1878-4119	J Craniomaxillofac Surg	8704309	Q15749391
69638	Asia-Pacific Journal of Public Health / Asia-Pacific journal of public health / Asia-Pacific Academic Consortium for Public Health	SAGE Publications	1010-5395		1705	Asia-Pacific journal of public health / Asia-Pacific Academic Consortium for Public Health	Asia Pac J Public Health	1010-5395	1941-2479	Asia Pac J Public Health	8708538	Q4806254
1404	Journal of Photochemistry and Photobiology A Chemistry	Elsevier	1010-6030		34806	Journal of photochemistry and photobiology. A, Chemistry	J Photochem Photobiol A Chem	1010-6030		J Photochem Photobiol A Chem	9883240	Q4536017
65330	Geocarto International	Informa UK (Taylor & Francis)	1010-6049	1752-0762	29584	Geocarto international	Geocarto Int	1010-6049		Geocarto Int	101094824	Q15752174
249073	Medicina	Elsevier	1010-660X		30081	Medicina (Kaunas, Lithuania)	Medicina (Kaunas)	1010-660X	1648-9144	Medicina (Kaunas)	9425208	
272746	Turkish Journal of Entomology	Turkish Journal of Entomology	1010-6960		36410	Turkiye entomoloji dergisi		1010-6960		Turk Entomol Derg	101514868	Q21385479
1286	European Journal of Cardio-Thoracic Surgery	Oxford University Press	1010-7940	1873-734X	1633	European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery	Eur J Cardiothorac Surg	1010-7940	1873-734X	Eur J Cardiothorac Surg	8804069	Q2178577
1788	Journal of Photochemistry and Photobiology B Biology	Elsevier	1011-1344	1011-1344	5124	Journal of photochemistry and photobiology. B, Biology	J Photochem Photobiol B	1011-1344	1873-2682	J. Photochem. Photobiol. B, Biol.	8804966	Q3917156
139005	Asian-Australasian Journal of Animal Sciences	Asian Australasian Association of Animal Production Societies	1011-2367	1976-5517	25461	Asian-Australasian journal of animal sciences	Asian-Australas J Anim Sci	1011-2367	1976-5517	Asian-australas. J. Anim. Sci.	9884245	Q1958568
3061	Catalysis Letters	Springer-Verlag	1011-372X	1572-879X	38466	Catalysis letters	Catal Letters	1011-372X	1572-879X	Catal Letters	9883221	Q648225
265340	Journal of Medical Sciences	Medknow Publications	1011-4564		32906	Journal of medical sciences (Taipei, Taiwan)	J Med Sci	1011-4564		J Med Sci	101207177	Q15752907
